Company Name,Industry,Symbol,Series,ISIN Code,Ticker,sector,industry_group,is_fo_stock,fo_category,Include
UltraTech Cement Limited,Building Materials,ULTRACEMCO,EQ,,ULTRACEMCO.NS,Basic Materials,Basic Materials,True,F&O,1
Oil & Natural Gas Corporation Limited,Energy,ONGC,EQ,,ONGC.NS,Energy,Energy,True,F&O,1
Adani Enterprises Limited,Energy,ADANIENT,EQ,,ADANIENT.NS,Energy,Energy,True,F&O,1
HCL Technologies Limited,Information Technology Services,HCLTECH,EQ,,HCLTECH.NS,Technology,Technology,True,F&O,1
Bharat Electronics Limited,Aerospace & Defense,BEL,EQ,,BEL.NS,Industrials,Industrials,True,F&O,1
Hindustan Aeronautics Limited,Aerospace & Defense,HAL,EQ,,HAL.NS,Industrials,Industrials,True,F&O,1
JSW Steel Limited,Steel,JSWSTEEL,EQ,,JSWSTEEL.NS,Basic Materials,Basic Materials,True,F&O,1
Bajaj Auto Limited,Auto Manufacturers,BAJAJ-AUTO,EQ,,BAJAJ-AUTO.NS,Consumer Cyclical,Consumer Cyclical,True,F&O,1
Power Grid Corporation of India Limited,Utilities,POWERGRID,EQ,,POWERGRID.NS,Utilities,Utilities,True,F&O,1
Bajaj Finserv Limited,Financial Services,BAJAJFINSV,EQ,,BAJAJFINSV.NS,Financial Services,Financial Services,True,F&O,1
Avenue Supermarts Limited,Consumer Defensive,DMART,EQ,,DMART.NS,Consumer Defensive,Consumer Defensive,True,F&O,1
Nestle India Limited,Packaged Foods,NESTLEIND,EQ,,NESTLEIND.NS,Consumer Defensive,Consumer Defensive,True,F&O,1
Coal India Limited,Energy,COALINDIA,EQ,,COALINDIA.NS,Energy,Energy,True,F&O,1
Hindustan Zinc Limited,Basic Materials,HINDZINC,EQ,,HINDZINC.NS,Basic Materials,Basic Materials,True,F&O,1
Tata Steel Limited,Steel,TATASTEEL,EQ,,TATASTEEL.NS,Basic Materials,Basic Materials,True,F&O,1
Asian Paints Limited,Specialty Chemicals,ASIANPAINT,EQ,,ASIANPAINT.NS,Basic Materials,Basic Materials,True,F&O,1
Shriram Finance Limited,Credit Services,SHRIRAMFIN,EQ,,SHRIRAMFIN.NS,Financial Services,Financial Services,True,F&O,1
ETERNAL LIMITED,Consumer Cyclical,ETERNAL,EQ,,ETERNAL.NS,Consumer Cyclical,Consumer Cyclical,True,F&O,1
Hindalco Industries Limited,Basic Materials,HINDALCO,EQ,,HINDALCO.NS,Basic Materials,Basic Materials,True,F&O,1
Adani Green Energy Limited,Utilities - Renewable,ADANIGREEN,EQ,,ADANIGREEN.NS,Utilities,Utilities,True,F&O,1
Wipro Limited,Information Technology Services,WIPRO,EQ,,WIPRO.NS,Technology,Technology,True,F&O,1
Indian Oil Corporation Limited,Oil & Gas Refining & Marketing,IOC,EQ,,IOC.NS,Energy,Energy,True,F&O,1
Grasim Industries Limited,Building Materials,GRASIM,EQ,,GRASIM.NS,Basic Materials,Basic Materials,True,F&O,1
Eicher Motors Limited,Auto Manufacturers,EICHERMOT,EQ,,EICHERMOT.NS,Consumer Cyclical,Consumer Cyclical,True,F&O,1
SBI Life Insurance Company Limited,Insurance - Life,SBILIFE,EQ,,SBILIFE.NS,Financial Services,Financial Services,True,F&O,1
Divi's Laboratories Limited,Drug Manufacturers - Specialty & Generic,DIVISLAB,EQ,,DIVISLAB.NS,Healthcare,Healthcare,True,F&O,1
TVS Motor Company Limited,Auto Manufacturers,TVSMOTOR,EQ,,TVSMOTOR.NS,Consumer Cyclical,Consumer Cyclical,True,F&O,1
InterGlobe Aviation Limited,Industrials,INDIGO,EQ,,INDIGO.NS,Industrials,Industrials,True,F&O,1
Varun Beverages Limited,Consumer Defensive,VBL,EQ,,VBL.NS,Consumer Defensive,Consumer Defensive,True,F&O,1
Jio Financial Services Limited,Asset Management,JIOFIN,EQ,,JIOFIN.NS,Financial Services,Financial Services,True,F&O,1
Adani Energy Solutions Limited,Utilities,ADANIENSOL,EQ,,ADANIENSOL.NS,Utilities,Utilities,True,F&O,1
ICICI Prudential Asset Management Company Limited,Asset Management,ICICIAMC,EQ,,ICICIAMC.NS,Financial Services,Financial Services,False,Cash,1
Tata Motors Limited,Auto Manufacturers,TMCV,EQ,,TMCV.NS,Consumer Cyclical,Consumer Cyclical,False,Cash,1
BSE Limited,Financial Services,BSE,EQ,,BSE.NS,Financial Services,Financial Services,True,F&O,1
Power Finance Corporation Limited,Credit Services,PFC,EQ,,PFC.NS,Financial Services,Financial Services,True,F&O,1
Hitachi Energy India Limited,Electrical Equipment & Parts,POWERINDIA,EQ,,POWERINDIA.NS,Industrials,Industrials,True,F&O,1
Trent Limited,Consumer Cyclical,TRENT,EQ,,TRENT.NS,Consumer Cyclical,Consumer Cyclical,True,F&O,1
DLF Limited,Real Estate,DLF,EQ,,DLF.NS,Real Estate,Real Estate,True,F&O,1
Hyundai Motor India Limited,Auto Manufacturers,HYUNDAI,EQ,,HYUNDAI.NS,Consumer Cyclical,Consumer Cyclical,True,F&O,1
Pidilite Industries Limited,Specialty Chemicals,PIDILITIND,EQ,,PIDILITIND.NS,Basic Materials,Basic Materials,True,F&O,1
Cummins India Limited,Specialty Industrial Machinery,CUMMINSIND,EQ,,CUMMINSIND.NS,Industrials,Industrials,True,F&O,1
ABB India Limited,Specialty Industrial Machinery,ABB,EQ,,ABB.NS,Industrials,Industrials,True,F&O,1
Torrent Pharmaceuticals Limited,Drug Manufacturers - Specialty & Generic,TORNTPHARM,EQ,,TORNTPHARM.NS,Healthcare,Healthcare,True,F&O,1
Solar Industries India Limited,Specialty Chemicals,SOLARINDS,EQ,,SOLARINDS.NS,Basic Materials,Basic Materials,True,F&O,1
Cholamandalam Investment and Finance Company Limited,Credit Services,CHOLAFIN,EQ,,CHOLAFIN.NS,Financial Services,Financial Services,True,F&O,1
Muthoot Finance Limited,Credit Services,MUTHOOTFIN,EQ,,MUTHOOTFIN.NS,Financial Services,Financial Services,True,F&O,1
Bharat Heavy Electricals Limited,Specialty Industrial Machinery,BHEL,EQ,,BHEL.NS,Industrials,Industrials,True,F&O,1
Tata Power Company Limited,Utilities,TATAPOWER,EQ,,TATAPOWER.NS,Utilities,Utilities,True,F&O,1
Samvardhana Motherson International Limited,Auto Parts,MOTHERSON,EQ,,MOTHERSON.NS,Consumer Cyclical,Consumer Cyclical,True,F&O,1
Indian Railway Finance Corporation Limited,Credit Services,IRFC,EQ,,IRFC.NS,Financial Services,Financial Services,True,F&O,1
CG Power and Industrial Solutions Limited,Electrical Equipment & Parts,CGPOWER,EQ,,CGPOWER.NS,Industrials,Industrials,True,F&O,1
Polycab India Limited,Electrical Equipment & Parts,POLYCAB,EQ,,POLYCAB.NS,Industrials,Industrials,True,F&O,1
Bank of Baroda,Banks - Regional,BANKBARODA,EQ,,BANKBARODA.NS,Financial Services,Financial Services,True,F&O,1
Siemens Limited,Specialty Industrial Machinery,SIEMENS,EQ,,SIEMENS.NS,Industrials,Industrials,True,F&O,1
Tata Capital Limited,Asset Management,TATACAP,EQ,,TATACAP.NS,Financial Services,Financial Services,False,Cash,1
HDFC Life Insurance Company Limited,Insurance - Life,HDFCLIFE,EQ,,HDFCLIFE.NS,Financial Services,Financial Services,True,F&O,1
Britannia Industries Limited,Packaged Foods,BRITANNIA,EQ,,BRITANNIA.NS,Consumer Defensive,Consumer Defensive,True,F&O,1
Tata Motors Passenger Vehicles Limited,Auto Manufacturers,TMPV,EQ,,TMPV.NS,Consumer Cyclical,Consumer Cyclical,True,F&O,1
Tech Mahindra Limited,Information Technology Services,TECHM,EQ,,TECHM.NS,Technology,Technology,True,F&O,1
Bharat Petroleum Corporation Limited,Oil & Gas Refining & Marketing,BPCL,EQ,,BPCL.NS,Energy,Energy,True,F&O,1
LTM Limited,Information Technology Services,LTM,EQ,,LTM.NS,Technology,Technology,True,F&O,1
JINDAL STEEL LIMITED,Steel,JINDALSTEL,EQ,,JINDALSTEL.NS,Basic Materials,Basic Materials,True,F&O,1
Union Bank of India,Banks - Regional,UNIONBANK,EQ,,UNIONBANK.NS,Financial Services,Financial Services,True,F&O,1
Billionbrains Garage Ventures Limited,Capital Markets,GROWW,EQ,,GROWW.NS,Financial Services,Financial Services,False,Cash,1
Punjab National Bank,Banks - Regional,PNB,EQ,,PNB.NS,Financial Services,Financial Services,True,F&O,1
HDFC Asset Management Company Limited,Asset Management,HDFCAMC,EQ,,HDFCAMC.NS,Financial Services,Financial Services,True,F&O,1
Canara Bank,Banks - Regional,CANBK,EQ,,CANBK.NS,Financial Services,Financial Services,True,F&O,1
GE Vernova T&D India Limited,Specialty Industrial Machinery,GVT&D,EQ,,GVT&D.NS,Industrials,Industrials,False,Cash,1
Bajaj Holdings & Investment Limited,Asset Management,BAJAJHLDNG,EQ,,BAJAJHLDNG.NS,Financial Services,Financial Services,True,F&O,1
Indian Bank,Banks - Regional,INDIANB,EQ,,INDIANB.NS,Financial Services,Financial Services,True,F&O,1
Apollo Hospitals Enterprise Limited,Medical Care Facilities,APOLLOHOSP,EQ,,APOLLOHOSP.NS,Healthcare,Healthcare,True,F&O,1
TATA CONSUMER PRODUCTS LIMITED,Packaged Foods,TATACONSUM,EQ,,TATACONSUM.NS,Consumer Defensive,Consumer Defensive,True,F&O,1
Vedanta Limited,Basic Materials,VEDL,EQ,,VEDL.NS,Basic Materials,Basic Materials,True,F&O,1
Siemens Energy India Limited,Utilities - Renewable,ENRIN,EQ,,ENRIN.NS,Utilities,Utilities,False,Cash,1
Bosch Limited,Auto Parts,BOSCHLTD,EQ,,BOSCHLTD.NS,Consumer Cyclical,Consumer Cyclical,True,F&O,1
Ambuja Cements Limited,Building Materials,AMBUJACEM,EQ,,AMBUJACEM.NS,Basic Materials,Basic Materials,True,F&O,1
GAIL (India) Limited,Utilities,GAIL,EQ,,GAIL.NS,Utilities,Utilities,True,F&O,1
Cipla Limited,Drug Manufacturers - Specialty & Generic,CIPLA,EQ,,CIPLA.NS,Healthcare,Healthcare,True,F&O,1
Lupin Limited,Drug Manufacturers - Specialty & Generic,LUPIN,EQ,,LUPIN.NS,Healthcare,Healthcare,True,F&O,1
Dr. Reddy's Laboratories Limited,Drug Manufacturers - Specialty & Generic,DRREDDY,EQ,,DRREDDY.NS,Healthcare,Healthcare,True,F&O,1
Marico Limited,Household & Personal Products,MARICO,EQ,,MARICO.NS,Consumer Defensive,Consumer Defensive,True,F&O,1
Mazagon Dock Shipbuilders Limited,Aerospace & Defense,MAZDOCK,EQ,,MAZDOCK.NS,Industrials,Industrials,True,F&O,1
GMR AIRPORTS LIMITED,Industrials,GMRAIRPORT,EQ,,GMRAIRPORT.NS,Industrials,Industrials,True,F&O,1
Godrej Consumer Products Limited,Household & Personal Products,GODREJCP,EQ,,GODREJCP.NS,Consumer Defensive,Consumer Defensive,True,F&O,1
Indus Towers Limited,Telecom Services,INDUSTOWER,EQ,,INDUSTOWER.NS,Communication Services,Communication Services,True,F&O,1
Hero MotoCorp Limited,Auto Manufacturers,HEROMOTOCO,EQ,,HEROMOTOCO.NS,Consumer Cyclical,Consumer Cyclical,True,F&O,1
LG Electronics India Limited,Technology,LGEINDIA,EQ,,LGEINDIA.NS,Technology,Technology,False,Cash,1
Mankind Pharma Limited,Drug Manufacturers - Specialty & Generic,MANKIND,EQ,,MANKIND.NS,Healthcare,Healthcare,True,F&O,1
JSW Energy Limited,Utilities,JSWENERGY,EQ,,JSWENERGY.NS,Utilities,Utilities,True,F&O,1
Ashok Leyland Limited,Farm & Heavy Construction Machinery,ASHOKLEY,EQ,,ASHOKLEY.NS,Industrials,Industrials,True,F&O,1
Max Healthcare Institute Limited,Medical Care Facilities,MAXHEALTH,EQ,,MAXHEALTH.NS,Healthcare,Healthcare,True,F&O,1
Lloyds Metals And Energy Limited,Steel,LLOYDSME,EQ,,LLOYDSME.NS,Basic Materials,Basic Materials,False,Cash,1
Lodha Developers Limited,Real Estate,LODHA,EQ,,LODHA.NS,Real Estate,Real Estate,True,F&O,1
The Indian Hotels Company Limited,Lodging,INDHOTEL,EQ,,INDHOTEL.NS,Consumer Cyclical,Consumer Cyclical,True,F&O,1
Bharat Forge Limited,Auto Parts,BHARATFORG,EQ,,BHARATFORG.NS,Consumer Cyclical,Consumer Cyclical,True,F&O,1
Aditya Birla Capital Limited,Financial Services,ABCAPITAL,EQ,,ABCAPITAL.NS,Financial Services,Financial Services,True,F&O,1
REC Limited,Credit Services,RECLTD,EQ,,RECLTD.NS,Financial Services,Financial Services,True,F&O,1
Zydus Lifesciences Limited,Drug Manufacturers - Specialty & Generic,ZYDUSLIFE,EQ,,ZYDUSLIFE.NS,Healthcare,Healthcare,True,F&O,1
United Spirits Limited,Consumer Defensive,UNITDSPR,EQ,,UNITDSPR.NS,Consumer Defensive,Consumer Defensive,True,F&O,1
Waaree Energies Limited,Solar,WAAREEENER,EQ,,WAAREEENER.NS,Technology,Technology,True,F&O,1
SHREE CEMENT LIMITED,Building Materials,SHREECEM,EQ,,SHREECEM.NS,Basic Materials,Basic Materials,True,F&O,1
Meesho Limited,Consumer Cyclical,MEESHO,EQ,,MEESHO.NS,Consumer Cyclical,Consumer Cyclical,False,Cash,1
ICICI Lombard General Insurance Company Limited,Financial Services,ICICIGI,EQ,,ICICIGI.NS,Financial Services,Financial Services,True,F&O,1
NTPC Green Energy Limited,Utilities - Renewable,NTPCGREEN,EQ,,NTPCGREEN.NS,Utilities,Utilities,False,Cash,1
Torrent Power Limited,Utilities,TORNTPOWER,EQ,,TORNTPOWER.NS,Utilities,Utilities,False,Cash,1
Dabur India Limited,Household & Personal Products,DABUR,EQ,,DABUR.NS,Consumer Defensive,Consumer Defensive,True,F&O,1
Aurobindo Pharma Limited,Drug Manufacturers - Specialty & Generic,AUROPHARMA,EQ,,AUROPHARMA.NS,Healthcare,Healthcare,True,F&O,1
Lenskart Solutions Limited,Healthcare,LENSKART,EQ,,LENSKART.NS,Healthcare,Healthcare,False,Cash,1
SRF Limited,Conglomerates,SRF,EQ,,SRF.NS,Industrials,Industrials,True,F&O,1
Hindustan Petroleum Corporation Limited,Oil & Gas Refining & Marketing,HINDPETRO,EQ,,HINDPETRO.NS,Energy,Energy,True,F&O,1
ICICI Prudential Life Insurance Company Limited,Insurance - Life,ICICIPRULI,EQ,,ICICIPRULI.NS,Financial Services,Financial Services,True,F&O,1
Oracle Financial Services Software Limited,Software - Infrastructure,OFSS,EQ,,OFSS.NS,Technology,Technology,True,F&O,1
NHPC Limited,Utilities - Renewable,NHPC,EQ,,NHPC.NS,Utilities,Utilities,True,F&O,1
IDBI Bank Limited,Banks - Regional,IDBI,EQ,,IDBI.NS,Financial Services,Financial Services,False,Cash,1
Persistent Systems Limited,Information Technology Services,PERSISTENT,EQ,,PERSISTENT.NS,Technology,Technology,True,F&O,1
Multi Commodity Exchange of India Limited,Financial Services,MCX,EQ,,MCX.NS,Financial Services,Financial Services,True,F&O,1
Havells India Limited,Electrical Equipment & Parts,HAVELLS,EQ,,HAVELLS.NS,Industrials,Industrials,True,F&O,1
AU Small Finance Bank Limited,Banks - Regional,AUBANK,EQ,,AUBANK.NS,Financial Services,Financial Services,True,F&O,1
FSN E-Commerce Ventures Limited,Consumer Cyclical,NYKAA,EQ,,NYKAA.NS,Consumer Cyclical,Consumer Cyclical,True,F&O,1
NMDC Limited,Steel,NMDC,EQ,,NMDC.NS,Basic Materials,Basic Materials,True,F&O,1
Steel Authority of India Limited,Steel,SAIL,EQ,,SAIL.NS,Basic Materials,Basic Materials,True,F&O,1
PB Fintech Limited,Financial Services,POLICYBZR,EQ,,POLICYBZR.NS,Financial Services,Financial Services,True,F&O,1
L&T Finance Limited,Credit Services,LTF,EQ,,LTF.NS,Financial Services,Financial Services,True,F&O,1
One 97 Communications Limited,Software - Infrastructure,PAYTM,EQ,,PAYTM.NS,Technology,Technology,True,F&O,1
Suzlon Energy Limited,Specialty Industrial Machinery,SUZLON,EQ,,SUZLON.NS,Industrials,Industrials,True,F&O,1
Bharti Hexacom Limited,Telecom Services,BHARTIHEXA,EQ,,BHARTIHEXA.NS,Communication Services,Communication Services,False,Cash,1
IndusInd Bank Limited,Banks - Regional,INDUSINDBK,EQ,,INDUSINDBK.NS,Financial Services,Financial Services,True,F&O,1
Oil India Limited,Energy,OIL,EQ,,OIL.NS,Energy,Energy,True,F&O,1
National Aluminium Company Limited,Basic Materials,NATIONALUM,EQ,,NATIONALUM.NS,Basic Materials,Basic Materials,True,F&O,1
The Federal Bank  Limited,Banks - Regional,FEDERALBNK,EQ,,FEDERALBNK.NS,Financial Services,Financial Services,True,F&O,1
Bajaj Housing Finance Limited,Mortgage Finance,BAJAJHFL,EQ,,BAJAJHFL.NS,Financial Services,Financial Services,False,Cash,1
Swiggy Limited,Consumer Cyclical,SWIGGY,EQ,,SWIGGY.NS,Consumer Cyclical,Consumer Cyclical,True,F&O,1
Fortis Healthcare Limited,Medical Care Facilities,FORTIS,EQ,,FORTIS.NS,Healthcare,Healthcare,True,F&O,1
Nippon Life India Asset Management Limited,Asset Management,NAM-INDIA,EQ,,NAM-INDIA.NS,Financial Services,Financial Services,True,F&O,1
Adani Total Gas Limited,Utilities,ATGL,EQ,,ATGL.NS,Utilities,Utilities,False,Cash,1
General Insurance Corporation of India,Financial Services,GICRE,EQ,,GICRE.NS,Financial Services,Financial Services,False,Cash,1
UNO Minda Limited,Auto Parts,UNOMINDA,EQ,,UNOMINDA.NS,Consumer Cyclical,Consumer Cyclical,True,F&O,1
Alkem Laboratories Limited,Drug Manufacturers - Specialty & Generic,ALKEM,EQ,,ALKEM.NS,Healthcare,Healthcare,True,F&O,1
Glenmark Pharmaceuticals Limited,Drug Manufacturers - Specialty & Generic,GLENMARK,EQ,,GLENMARK.NS,Healthcare,Healthcare,True,F&O,1
Linde India Limited,Specialty Chemicals,LINDEINDIA,EQ,,LINDEINDIA.NS,Basic Materials,Basic Materials,False,Cash,1
Schaeffler India Limited,Auto Parts,SCHAEFFLER,EQ,,SCHAEFFLER.NS,Consumer Cyclical,Consumer Cyclical,False,Cash,1
Laurus Labs Limited,Drug Manufacturers - Specialty & Generic,LAURUSLABS,EQ,,LAURUSLABS.NS,Healthcare,Healthcare,True,F&O,1
Dixon Technologies (India) Limited,Technology,DIXON,EQ,,DIXON.NS,Technology,Technology,True,F&O,1
The Phoenix Mills Limited,Real Estate,PHOENIXLTD,EQ,,PHOENIXLTD.NS,Real Estate,Real Estate,True,F&O,1
Prestige Estates Projects Limited,Real Estate,PRESTIGE,EQ,,PRESTIGE.NS,Real Estate,Real Estate,True,F&O,1
Bank of Maharashtra,Banks - Regional,MAHABANK,EQ,,MAHABANK.NS,Financial Services,Financial Services,False,Cash,1
Bank of India,Banks - Regional,BANKINDIA,EQ,,BANKINDIA.NS,Financial Services,Financial Services,True,F&O,1
Rail Vikas Nigam Limited,Engineering & Construction,RVNL,EQ,,RVNL.NS,Industrials,Industrials,True,F&O,1
Info Edge (India) Limited,Communication Services,NAUKRI,EQ,,NAUKRI.NS,Communication Services,Communication Services,True,F&O,1
Jindal Stainless Limited,Steel,JSL,EQ,,JSL.NS,Basic Materials,Basic Materials,False,Cash,1
Oberoi Realty Limited,Real Estate,OBEROIRLTY,EQ,,OBEROIRLTY.NS,Real Estate,Real Estate,True,F&O,1
Biocon Limited,Biotechnology,BIOCON,EQ,,BIOCON.NS,Healthcare,Healthcare,True,F&O,1
SBI Cards and Payment Services Limited,Credit Services,SBICARD,EQ,,SBICARD.NS,Financial Services,Financial Services,True,F&O,1
IDFC First Bank Limited,Banks - Regional,IDFCFIRSTB,EQ,,IDFCFIRSTB.NS,Financial Services,Financial Services,True,F&O,1
Berger Paints (I) Limited,Specialty Chemicals,BERGEPAINT,EQ,,BERGEPAINT.NS,Basic Materials,Basic Materials,False,Cash,1
Colgate Palmolive (India) Limited,Household & Personal Products,COLPAL,EQ,,COLPAL.NS,Consumer Defensive,Consumer Defensive,True,F&O,1
JSW Infrastructure Limited,Marine Shipping,JSWINFRA,EQ,,JSWINFRA.NS,Industrials,Industrials,False,Cash,1
Tube Investments of India Limited,Conglomerates,TIINDIA,EQ,,TIINDIA.NS,Industrials,Industrials,True,F&O,1
Coforge Limited,Information Technology Services,COFORGE,EQ,,COFORGE.NS,Technology,Technology,True,F&O,1
Max Financial Services Limited,Insurance - Life,MFSL,EQ,,MFSL.NS,Financial Services,Financial Services,True,F&O,1
Fertilizers and Chemicals Travancore Limited,Agricultural Inputs,FACT,EQ,,FACT.NS,Basic Materials,Basic Materials,False,Cash,1
HDB Financial Services Limited,Credit Services,HDBFS,EQ,,HDBFS.NS,Financial Services,Financial Services,False,Cash,1
Vishal Mega Mart Limited,Consumer Cyclical,VMM,EQ,,VMM.NS,Consumer Cyclical,Consumer Cyclical,True,F&O,1
Coromandel International Limited,Agricultural Inputs,COROMANDEL,EQ,,COROMANDEL.NS,Basic Materials,Basic Materials,False,Cash,1
Abbott India Limited,Drug Manufacturers - Specialty & Generic,ABBOTINDIA,EQ,,ABBOTINDIA.NS,Healthcare,Healthcare,False,Cash,1
Godrej Properties Limited,Real Estate,GODREJPROP,EQ,,GODREJPROP.NS,Real Estate,Real Estate,True,F&O,1
MRF Limited,Auto Parts,MRF,EQ,,MRF.NS,Consumer Cyclical,Consumer Cyclical,False,Cash,1
Hindustan Copper Limited,Basic Materials,HINDCOPPER,EQ,,HINDCOPPER.NS,Basic Materials,Basic Materials,False,Cash,1
UPL Limited,Agricultural Inputs,UPL,EQ,,UPL.NS,Basic Materials,Basic Materials,True,F&O,1
APL Apollo Tubes Limited,Steel,APLAPOLLO,EQ,,APLAPOLLO.NS,Basic Materials,Basic Materials,True,F&O,1
Motilal Oswal Financial Services Limited,Capital Markets,MOTILALOFS,EQ,,MOTILALOFS.NS,Financial Services,Financial Services,True,F&O,1
Bharat Dynamics Limited,Aerospace & Defense,BDL,EQ,,BDL.NS,Industrials,Industrials,True,F&O,1
Thermax Limited,Conglomerates,THERMAX,EQ,,THERMAX.NS,Industrials,Industrials,False,Cash,1
Sundaram Finance Limited,Credit Services,SUNDARMFIN,EQ,,SUNDARMFIN.NS,Financial Services,Financial Services,False,Cash,1
Apar Industries Limited,Electrical Equipment & Parts,APARINDS,EQ,,APARINDS.NS,Industrials,Industrials,False,Cash,1
Patanjali Foods Limited,Packaged Foods,PATANJALI,EQ,,PATANJALI.NS,Consumer Defensive,Consumer Defensive,True,F&O,1
KEI Industries Limited,Electrical Equipment & Parts,KEI,EQ,,KEI.NS,Industrials,Industrials,True,F&O,1
PI Industries Limited,Agricultural Inputs,PIIND,EQ,,PIIND.NS,Basic Materials,Basic Materials,True,F&O,1
Mahindra & Mahindra Financial Services Limited,Credit Services,M&MFIN,EQ,,M&MFIN.NS,Financial Services,Financial Services,False,Cash,1
Cochin Shipyard Limited,Aerospace & Defense,COCHINSHIP,EQ,,COCHINSHIP.NS,Industrials,Industrials,True,F&O,1
Radico Khaitan Limited,Consumer Defensive,RADICO,EQ,,RADICO.NS,Consumer Defensive,Consumer Defensive,False,Cash,1
Supreme Industries Limited,Building Products & Equipment,SUPREMEIND,EQ,,SUPREMEIND.NS,Industrials,Industrials,True,F&O,1
Housing & Urban Development Corporation Limited,Credit Services,HUDCO,EQ,,HUDCO.NS,Financial Services,Financial Services,False,Cash,1
Premier Energies Limited,Solar,PREMIERENE,EQ,,PREMIERENE.NS,Technology,Technology,True,F&O,1
Piramal Finance Limited,Credit Services,PIRAMALFIN,EQ,,PIRAMALFIN.NS,Financial Services,Financial Services,False,Cash,1
NLC India Limited,Utilities,NLCINDIA,EQ,,NLCINDIA.NS,Utilities,Utilities,False,Cash,1
360 ONE WAM LIMITED,Asset Management,360ONE,EQ,,360ONE.NS,Financial Services,Financial Services,True,F&O,1
Tata Communications Limited,Telecom Services,TATACOMM,EQ,,TATACOMM.NS,Communication Services,Communication Services,False,Cash,1
Indian Railway Catering And Tourism Corporation Limited,Consumer Cyclical,IRCTC,EQ,,IRCTC.NS,Consumer Cyclical,Consumer Cyclical,False,Cash,1
Anthem Biosciences Limited,Biotechnology,ANTHEM,EQ,,ANTHEM.NS,Healthcare,Healthcare,False,Cash,1
Kalyan Jewellers India Limited,Luxury Goods,KALYANKJIL,EQ,,KALYANKJIL.NS,Consumer Cyclical,Consumer Cyclical,True,F&O,1
Voltas Limited,"Furnishings, Fixtures & Appliances",VOLTAS,EQ,,VOLTAS.NS,Consumer Cyclical,Consumer Cyclical,True,F&O,1
Balkrishna Industries Limited,Auto Parts,BALKRISIND,EQ,,BALKRISIND.NS,Consumer Cyclical,Consumer Cyclical,False,Cash,1
JK Cement Limited,Building Materials,JKCEMENT,EQ,,JKCEMENT.NS,Basic Materials,Basic Materials,False,Cash,1
Petronet LNG Limited,Oil & Gas Refining & Marketing,PETRONET,EQ,,PETRONET.NS,Energy,Energy,True,F&O,1
MphasiS Limited,Information Technology Services,MPHASIS,EQ,,MPHASIS.NS,Technology,Technology,True,F&O,1
Astral Limited,Building Products & Equipment,ASTRAL,EQ,,ASTRAL.NS,Industrials,Industrials,True,F&O,1
